invoice_x10,sol_x10,quantity,product_x10
257488,401180,1.000,2359
257488,401181,1.000,2359
257489,401199,1.000,2356
257490,401099,1.000,2359
257490,401100,1.000,2359
257491,401212,1.000,2356
257491,401213,1.000,2356
257492,401285,1.000,308
257493,401196,1.000,2356
257494,401226,1.000,2359
257495,401066,1.000,2352
257495,401067,1.000,2352
257496,401135,1.000,2359
257496,401136,1.000,2359
257497,401060,1.000,2449
257498,401224,1.000,2359
257498,401225,1.000,2359
257499,401293,1.000,2359
257499,401294,1.000,2359
257500,401159,1.000,2352
257500,401160,1.000,2352
257501,401338,1.000,2352
257501,401339,1.000,2352
257502,401194,1.000,2352
257503,401365,1.000,2352
257504,401353,1.000,2512
257504,401354,1.000,2512
257505,401348,1.000,2352
257505,401349,1.000,2352
257506,401157,1.000,2352
257506,401158,1.000,2352
257507,401465,1.000,2352
257507,401466,1.000,2352
257508,401276,1.000,3452
257509,401336,1.000,2359
257509,401337,1.000,2359
257510,401386,1.000,2446
257511,401270,1.000,2385
257511,401271,1.000,2359
257512,401189,1.000,2424
257513,401131,1.000,2352
257513,401132,1.000,2352
257514,401178,1.000,2352
257514,401179,1.000,2352
257515,401139,1.000,2352
257515,401140,1.000,134
257516,401332,1.000,2352
257517,401478,2.000,2352
257518,401487,1.000,2457
257518,401488,1.000,405
257519,401164,1.000,2424
257520,401289,1.000,2446
257521,401216,1.000,2356
257522,401296,1.000,2446
257523,401280,1.000,308
257524,401266,1.000,2449
257525,401265,1.000,2449
257526,401227,1.000,2359
257526,401228,1.000,2359
257527,401170,1.000,2356
257528,401279,1.000,2356
257529,401261,1.000,2446
257530,401171,1.000,2424
257531,401056,1.000,2457
257531,401370,1.000,405
257532,401207,1.000,2385
257533,401292,1.000,2452
257534,401286,1.000,2449
257535,401281,1.000,308
257536,401262,1.000,2356
257536,401263,1.000,2356
257537,401260,1.000,308
257538,401148,1.000,2359
257539,401204,1.000,2359
257539,401205,1.000,2359
257540,401146,1.000,2359
257540,401147,1.000,2359
257541,401242,1.000,2359
257541,401243,1.000,2359
257542,401151,1.000,2359
257542,401152,1.000,2359
257543,401234,1.000,2359
257543,401235,1.000,2359
257544,401254,1.000,2359
257544,401255,1.000,2359
257545,401403,1.000,2359
257545,401404,1.000,2359
257546,401236,1.000,2359
257546,401237,1.000,2359
257547,401249,1.000,2359
257547,401250,1.000,2359
257548,401402,1.000,2449
257549,401203,1.000,2359
257550,401315,1.000,2387
257551,401229,1.000,2360
257551,401230,1.000,2360
257552,401389,1.000,2359
257552,401390,1.000,2359
257553,401191,1.000,2359
257554,401306,1.000,2360
257555,401319,1.000,2385
257556,401051,1.000,2428
257557,401217,1.000,2359
257558,401238,1.000,2359
257558,401239,1.000,2359
257559,401273,1.000,2359
257559,401274,1.000,2359
257560,401282,1.000,2383
257560,401283,1.000,408
257561,401479,1.000,2457
257561,401480,1.000,405
257562,401304,1.000,2359
257563,401284,1.000,2387
257564,401253,1.000,2359
257565,401259,1.000,2359
257566,401482,1.000,2446
257567,401321,1.000,2457
257567,401322,1.000,405
257568,401300,1.000,2356
257568,401301,1.000,2356
257569,401258,1.000,2359
257570,401415,1.000,2446
257571,400892,1.000,787
257572,401232,1.000,2359
257572,401233,1.000,2359
257573,401089,1.000,399
257574,401287,1.000,2359
257575,401481,1.000,2359
257576,401295,1.000,2359
257577,401380,1.000,2617
257577,401381,1.000,405
257578,401505,1.000,308
257579,401399,1.000,2458
257579,401400,1.000,405
257579,401401,2.000,748
257580,401426,1.000,2449
257581,401509,1.000,2449
257582,401308,1.000,2430
257583,401277,1.000,2424
257584,401440,1.000,2352
257585,401290,1.000,2352
257585,401291,1.000,2352
257586,401197,1.000,2352
257586,401198,1.000,2352
257587,401577,1.000,522
257588,401428,1.000,2352
257588,401429,1.000,2352
257589,401190,1.000,2352
257590,401312,1.000,2352
257590,401313,1.000,2352
257591,401418,1.000,2352
257591,401419,1.000,2352
257591,401420,2.000,134
257592,401272,1.000,2352
257593,401310,1.000,2352
257593,401311,1.000,2352
257594,401393,1.000,2359
257595,401307,1.000,2352
257596,401244,1.000,2352
257596,401245,1.000,2352
257597,401317,1.000,2352
257597,401318,1.000,2352
257598,401297,1.000,2460
257598,401298,1.000,405
257598,401299,1.000,408
257599,401214,1.000,2359
257600,401330,1.000,2356
257600,401331,1.000,2356
257601,401646,1.000,522
257602,401361,1.000,2359
257602,401362,1.000,2359
257603,401363,1.000,2359
257603,401364,1.000,2359
257604,401372,1.000,2359
257605,401387,1.000,2359
257605,401388,1.000,2359
257606,401340,1.000,2359
257606,401341,1.000,2359
257607,401359,1.000,2467
257608,401499,1.000,2356
257608,401500,1.000,2352
257609,401382,1.000,2359
257609,401383,1.000,2359
257610,401522,1.000,2395
257611,401375,1.000,2359
257611,401376,1.000,2359
257612,401344,1.000,2359
257613,401421,1.000,2423
257614,401398,1.000,2356
257615,401323,1.000,531
257616,401328,1.000,531
257617,401549,1.000,2446
257618,401352,1.000,2359
257619,401384,1.000,308
257620,401442,1.000,2447
257621,401458,1.000,308
257622,401407,1.000,2446
257623,401366,1.000,2359
257623,401367,1.000,2359
257624,401394,1.000,2359
257624,401395,1.000,2359
257625,401345,1.000,2359
257626,401346,1.000,2359
257626,401347,1.000,2359
257627,401350,1.000,2360
257627,401351,1.000,2359
257628,401378,1.000,2359
257628,401379,1.000,2359
257629,401357,1.000,2359
257629,401358,1.000,2359
257630,401167,1.000,2356
257631,401342,1.000,2360
257631,401343,1.000,2360
257632,401408,1.000,2356
257632,401409,1.000,2356
257633,401514,1.000,2363
257633,401515,1.000,2359
257634,401355,1.000,2359
257634,401356,1.000,2359
257635,401454,1.000,2359
257635,401455,1.000,2359
257636,401511,1.000,2356
257637,401444,1.000,2359
257638,401302,1.000,2387
257638,401303,1.000,2387
257639,401486,1.000,2363
257640,401416,1.000,2359
257640,401417,1.000,2359
257641,401600,1.000,2359
257641,401601,1.000,2359
257642,401547,1.000,2449
257643,401412,1.000,2441
257644,401580,1.000,2359
257645,401548,1.000,2449
257646,401434,1.000,2352
257646,401435,1.000,2352
257646,401436,1.000,2385
257647,401445,1.000,2359
257647,401446,1.000,2359
257648,401427,1.000,2359
257649,401449,1.000,2359
257649,401450,1.000,2359
257650,401422,1.000,2378
257651,401377,1.000,2359
257652,401405,1.000,2352
257652,401406,1.000,2352
257653,401411,1.000,2352
257654,401583,1.000,2352
257654,401584,1.000,2352
257655,401588,1.000,2352
257655,401589,1.000,2352
257656,401441,1.000,2352
257657,401360,1.000,2352
257658,401373,1.000,2352
257658,401374,1.000,2352
257659,401275,1.000,2352
257660,401371,1.000,2352
257661,401512,1.000,2359
257661,401513,1.000,2359
257662,401495,1.000,2354
257662,401496,1.000,2352
257663,401493,1.000,2359
257663,401494,1.000,2359
257664,401506,1.000,2359
257664,401507,1.000,2359
257665,401536,1.000,2359
257665,401537,1.000,2359
257666,401629,1.000,2359
257666,401630,1.000,2359
257667,401483,1.000,2359
257667,401484,1.000,2359
257668,401447,1.000,2359
257668,401448,1.000,2359
257669,401558,1.000,2359
257669,401559,1.000,2359
257670,401678,1.000,2356
257671,401432,1.000,2359
257671,401433,1.000,2359
257672,401460,1.000,2359
257672,401461,1.000,2359
257673,401470,1.000,2458
257673,401471,1.000,405
257674,401456,1.000,2359
257674,401457,1.000,2359
257675,401503,1.000,2356
257675,401504,1.000,2356
257676,401532,1.000,2359
257677,401521,1.000,2447
257678,401544,1.000,2467
257679,401517,1.000,2359
257680,401508,1.000,2359
257681,401516,1.000,2428
257682,401625,1.000,2356
257682,401626,1.000,2356
257683,401555,1.000,2359
257683,401556,1.000,2359
257684,401527,1.000,2457
257684,401528,1.000,405
257685,401557,1.000,2523
257686,401535,1.000,399
257687,401538,1.000,2356
257688,401396,1.000,2488
257688,401397,1.000,2467
257689,401648,1.000,2352
257689,401649,1.000,2357
257690,401621,1.000,2446
257691,401645,1.000,308
257692,401490,1.000,2460
257692,401491,1.000,405
257692,401492,1.000,408
257693,401650,1.000,308
257694,401531,1.000,2359
257695,401545,1.000,2457
257695,401546,1.000,405
257696,401430,1.000,2359
257696,401431,1.000,2359
257697,401425,1.000,2426
257698,401539,1.000,2359
257698,401540,1.000,2359
257699,401391,1.000,2359
257699,401392,1.000,2359
257700,401647,1.000,2356
257701,401715,1.000,2359
257701,401716,1.000,2359
257702,401564,1.000,2373
257703,401692,1.000,308
257704,401497,1.000,2356
257704,401498,1.000,2356
257705,401682,1.000,308
257706,401554,1.000,2387
257707,401472,1.000,2356
257707,401473,1.000,2356
257708,401606,1.000,308
257709,401757,1.000,2363
257710,401651,1.000,2359
257710,401652,1.000,2359
257711,401489,1.000,2398
257712,401670,1.000,2352
257713,401568,1.000,2352
257713,401569,1.000,2352
257714,401562,1.000,2352
257715,401703,1.000,2352
257715,401704,1.000,2352
257716,401696,1.000,2352
257717,401664,1.000,2352
257718,401474,1.000,2352
257718,401475,1.000,2352
257719,401567,1.000,2513
257720,401627,1.000,2352
257720,401628,1.000,2352
257721,401443,1.000,2424
257722,401727,2.000,376
257723,401689,1.000,308
257724,401241,1.000,2385
257725,401510,1.000,2385
257726,401533,1.000,2359
257726,401534,1.000,2359
257727,401571,1.000,2359
257727,401572,1.000,2359
257728,401542,1.000,2359
257728,401543,1.000,2359
257729,401524,1.000,2450
257730,401573,1.000,2359
257731,401526,1.000,2368
257732,401452,1.000,2372
257733,401541,1.000,2424
257734,401560,1.000,2359
257734,401561,1.000,2359
257735,401551,1.000,2378
257736,401679,1.000,2494
257737,401581,1.000,2359
257737,401582,1.000,2359
257738,401728,1.000,2359
257738,401729,1.000,2359
257739,401610,1.000,2359
257740,401592,1.000,2449
257741,401616,1.000,2359
257741,401617,1.000,2359
257742,401673,1.000,2371
257743,401623,2.000,2359
257743,401624,1.000,2359
257744,401604,1.000,2360
257744,401605,1.000,2360
257745,401811,1.000,2359
257745,401812,1.000,2359
257746,401622,1.000,399
257747,401595,1.000,2449
257748,401662,1.000,2359
257748,401663,1.000,2359
257749,401596,1.000,2449
257750,401609,1.000,2552
257751,401123,1.000,2416
257752,401593,1.000,2449
257753,401643,1.000,2359
257753,401644,1.000,2359
257754,401608,1.000,2449
257755,401733,1.000,2360
257755,401734,1.000,2360
257756,401619,1.000,2377
257757,401597,1.000,2449
257758,401594,1.000,2449
257759,401636,1.000,2359
257759,401637,1.000,2359
257760,401590,1.000,2359
257760,401591,1.000,2356
257761,401607,1.000,308
257762,401693,1.000,2471
257763,401614,1.000,2352
257763,401615,1.000,2356
257764,401598,1.000,2352
257764,401599,1.000,2356
257765,401818,1.000,2352
257766,401845,1.000,2352
257767,401665,1.000,2359
257767,401666,1.000,2359
257768,401413,1.000,2356
257768,401414,1.000,2356
257769,401585,1.000,2359
257770,401810,1.000,308
257771,401602,1.000,2363
257771,401603,1.000,2359
257772,401437,1.000,2359
257773,401683,1.000,2377
257774,401410,1.000,2359
257775,401724,1.000,2352
257776,401855,1.000,2352
257777,401656,1.000,2352
257777,401657,1.000,2352
257778,401772,2.000,2352
257778,401773,2.000,2352
257779,401725,1.000,2352
257779,401726,1.000,2352
257780,401816,1.000,2352
257780,401817,1.000,2352
257781,401672,1.000,2352
257782,401667,1.000,2359
257782,401668,1.000,2359
257783,401808,1.000,2377
257784,401782,1.000,2446
257785,401835,1.000,2446
257786,401804,1.000,2357
257786,401805,1.000,2357
257787,401776,1.000,308
257788,401784,1.000,2359
257788,401785,1.000,2359
257789,401638,1.000,2509
257790,401659,1.000,2457
257790,401660,1.000,405
257791,401796,1.000,2446
257792,401737,1.000,2359
257792,401738,1.000,2359
257793,401714,1.000,2439
257794,401803,1.000,2449
257795,401755,1.000,2356
257796,401631,1.000,2359
257796,401632,1.000,2359
257797,401747,1.000,2449
257798,401770,1.000,2449
257799,401709,1.000,2359
257799,401710,1.000,2359
257800,401754,1.000,2449
257801,401469,1.000,2359
257802,401501,1.000,2395
257803,401730,1.000,2359
257804,401671,1.000,2359
257805,401762,1.000,2359
257806,401809,1.000,2359
257807,401674,1.000,2457
257807,401675,1.000,405
257808,401722,1.000,2395
257809,401523,1.000,2359
257810,401705,1.000,2467
257811,401702,1.000,2359
257812,401641,1.000,2359
257812,401642,1.000,2359
257813,401744,1.000,2359
257813,401745,1.000,2359
257814,401802,1.000,2359
257815,401753,1.000,2446
257816,401861,1.000,3077
257817,401759,1.000,2359
257818,401476,1.000,2359
257819,401713,1.000,2377
257820,401723,1.000,3922
257821,401681,1.000,2359
257822,401849,1.000,2359
257822,401850,1.000,2359
257823,401742,1.000,2359
257823,401743,1.000,2359
257824,401800,1.000,2359
257825,400884,1.000,2428
257825,400885,2.000,2430
257825,400886,1.000,408
257826,401806,1.000,2359
257827,401760,1.000,2359
257827,401761,1.000,134
257828,401529,1.000,2359
257828,401530,1.000,2359
257829,401769,1.000,2449
257830,401701,1.000,2449
257831,401736,1.000,2359
257832,401777,1.000,2377
257833,401780,1.000,2377
257834,401882,1.000,2452
257835,401477,1.000,2427
257836,401467,1.000,399
257836,401468,1.000,2862
257837,401832,1.000,2360
257838,401550,1.000,2416
257839,401707,1.000,2462
257839,401711,1.000,405
257840,401748,1.000,2463
257840,401749,1.000,405
257841,401676,1.000,2457
257841,401677,1.000,405
257842,401771,1.000,2449
257843,401750,1.000,308
257844,401788,1.000,2352
257844,401789,1.000,2352
257845,401879,1.000,2359
257845,401880,1.000,2359
257846,401763,1.000,2511
257847,401931,1.000,2371
257848,401766,1.000,2352
257849,401833,1.000,308
257850,401781,2.000,308
257851,401840,1.000,2352
257851,401841,1.000,2352
257852,401717,1.000,2618
257853,401871,1.000,2352
257853,401872,1.000,2352
257854,401961,45.000,660
257854,401962,2.000,2352
257855,401618,1.000,2352
257856,401739,1.000,2352
257856,401740,1.000,2352
257857,401786,1.000,2352
257857,401787,1.000,2352
257858,401751,1.000,2363
257858,401752,1.000,2359
257859,401305,1.000,2356
257860,401869,1.000,2356
257860,401870,1.000,2356
257861,401963,1.000,2428
257861,401964,1.000,2430
257861,401965,1.000,748
257862,401746,1.000,2440
257863,401720,1.000,2359
257863,401721,2.000,134
257864,401857,1.000,2359
257864,401858,1.000,2359
257865,401797,1.000,2359
257866,401783,1.000,525
257867,401661,1.000,2356
257868,401966,1.000,3408
257869,401700,1.000,2359
257870,401967,1.000,490
257871,401764,1.000,2457
257871,401765,1.000,405
257872,401586,1.000,2359
257872,401587,1.000,2359
257873,401842,1.000,2352
257873,401843,1.000,2352
257874,401947,1.000,2512
257875,401960,2.000,2566
257876,401825,1.000,2359
257876,401826,1.000,2359
257877,401633,1.000,2457
257877,401634,1.000,405
257878,401934,1.000,2356
257878,401935,1.000,2356
257879,401846,1.000,2359
257879,401847,1.000,2359
257880,401974,1.000,2352
257880,401975,1.000,2356
257881,401903,1.000,2359
257881,401904,1.000,2359
257882,401821,1.000,2356
257882,401822,1.000,2356
257883,401819,1.000,2359
257883,401820,1.000,2359
257884,401863,1.000,2449
257885,401831,1.000,2356
257886,401883,1.000,535
257886,401884,1.000,2359
257887,401814,1.000,2359
257887,401815,1.000,2359
257888,401823,1.000,2352
257888,401824,1.000,2356
257889,401875,1.000,2360
257889,401876,1.000,2360
257890,401827,1.000,2359
257891,401837,1.000,2359
257892,401829,1.000,2359
257892,401830,1.000,2359
257893,401620,1.000,399
257894,401873,1.000,2359
257894,401874,1.000,2359
257895,401859,1.000,2446
257896,401877,1.000,2360
257896,401878,1.000,2360
257897,401970,1.000,2363
257897,401971,1.000,2359
257899,401851,1.000,2352
257899,401852,1.000,2352
257900,401985,1.000,2352
257900,401986,1.000,2352
257901,401828,1.000,2352
257902,401862,1.000,2512
257903,401891,1.000,2359
257904,401611,1.000,2352
257904,401612,1.000,2352
257905,401834,1.000,2352
257906,402019,1.000,2352
257907,402020,1.000,3009
257908,402096,1.000,2352
257908,402097,1.000,2352
257909,402098,1.000,2352
257909,402099,1.000,2352
257910,401973,1.000,2512
257911,401838,1.000,2352
257911,401839,1.000,2352
257912,402100,1.000,2352
257912,402101,1.000,2352
257913,402103,1.000,599
257913,402104,1.000,490
257914,401948,1.000,2446
257915,401983,1.000,308
257916,401955,1.000,2439
257917,401758,1.000,308
257918,401910,1.000,2457
257918,401911,1.000,787
257919,401907,1.000,787
257920,401905,1.000,2457
257920,401906,1.000,787
257921,401914,1.000,2457
257921,401915,1.000,405
257922,401944,1.000,2457
257922,401945,1.000,405
257923,401653,1.000,399
257923,401654,1.000,2862
257924,401930,1.000,2446
257925,401887,1.000,2359
257925,401888,1.000,2359
257926,401889,1.000,2359
257926,401890,1.000,2359
257927,401885,1.000,2360
257927,401886,1.000,2360
257928,401900,1.000,2359
257928,401901,1.000,2359
257929,401940,1.000,2359
257929,401941,1.000,2359
257930,402015,1.000,2359
257930,402016,1.000,2359
257931,401897,1.000,2359
257932,401680,1.000,2424
257933,401853,1.000,2359
257933,401854,1.000,2359
257934,401856,1.000,2359
257935,401790,1.000,2377
257936,401921,1.000,2359
257936,401922,1.000,2359
257937,401949,1.000,2359
257937,401950,1.000,2359
257938,401892,1.000,2360
257938,401893,1.000,2360
257939,401912,1.000,2359
257939,401913,1.000,2359
257940,401936,1.000,2359
257940,401937,1.000,2352
257941,402036,1.000,2356
257941,402037,1.000,2356
257942,401898,1.000,2359
257942,401899,1.000,2359
257943,401865,1.000,2368
257944,401613,1.000,787
257945,402029,1.000,2356
257946,401767,1.000,2458
257946,401768,1.000,405
257947,401917,1.000,2359
257947,401918,1.000,2359
257948,402027,1.000,2359
257949,402080,1.000,2356
257950,401525,1.000,2425
257951,401951,1.000,2385
257952,401927,1.000,2450
257953,402119,1.000,2446
257954,402090,1.000,2457
257955,402017,1.000,2359
257956,402117,1.000,2446
257957,401925,1.000,2359
257957,401926,1.000,2359
257958,401712,1.000,2368
257959,402106,1.000,2359
257959,402107,1.000,2359
257960,401774,1.000,2383
257960,401775,1.000,408
257961,401894,1.000,2360
257961,401895,1.000,2360
257962,402053,1.000,2460
257962,402054,1.000,405
257962,402055,1.000,408
257963,401848,1.000,2359
257964,402118,1.000,2446
257965,402156,1.000,2359
257965,402157,1.000,2359
257966,402064,1.000,2458
257967,402149,1.000,2359
257967,402150,1.000,2359
257968,401919,1.000,2359
257968,401920,1.000,2359
257969,402108,1.000,2371
257970,401635,1.000,2449
257971,402082,1.000,2449
257972,402018,1.000,2359
257973,401928,1.000,399
257974,402087,1.000,2457
257975,401881,1.000,2359
257976,401952,1.000,2359
257977,401860,1.000,669
257978,401423,1.000,2426
257978,401424,1.000,2454
257979,402058,1.000,2512
257980,401864,1.000,2352
257981,402050,1.000,2352
257981,402051,1.000,2352
257982,402038,1.000,2512
257983,401953,1.000,2352
257983,401954,1.000,2352
257984,402048,1.000,2352
257984,402049,1.000,2352
257985,402062,1.000,2352
257985,402063,1.000,2352
257986,402045,1.000,787
257987,401923,1.000,2511
257987,401924,2.000,2511
257988,402088,1.000,2359
257988,402089,1.000,2359
257989,402299,1.000,660
257990,401990,1.000,2359
257990,401991,1.000,2359
257991,401984,1.000,2356
257992,401981,1.000,2359
257992,401982,1.000,2359
257993,401972,1.000,2359
257994,401968,1.000,2352
257994,401969,1.000,2352
257995,401994,1.000,2359
257995,401995,1.000,2359
257996,401992,1.000,2392
257997,401989,1.000,2359
257998,402007,1.000,2352
257998,402008,1.000,134
257999,401987,1.000,2356
258000,402105,1.000,2377
258001,402102,1.000,2377
258002,402065,1.000,2352
258002,402066,1.000,2352
258003,402033,1.000,2352
258003,402034,1.000,2352
258004,402032,1.000,2359
258005,402030,1.000,2356
258005,402031,1.000,2359
258006,402026,1.000,2352
258007,402024,1.000,2359
258007,402025,1.000,2359
258008,402022,1.000,2352
258009,402021,1.000,2359
258010,402220,1.000,2359
258010,402221,1.000,2359
258011,402014,1.000,2359
258012,402011,1.000,2356
258013,402010,1.000,2356
258014,402005,1.000,2356
258014,402006,1.000,2359
258015,402319,1.000,3194
258016,402003,1.000,2359
258016,402004,1.000,2359
258017,402114,1.000,2356
258017,402115,1.000,2359
258018,402217,1.000,2359
258019,402001,1.000,2356
258019,402002,1.000,2356
258020,401999,1.000,2352
258020,402000,1.000,2352
258021,401996,1.000,2449
258022,401993,1.000,2449
258023,402188,1.000,2352
258024,402168,1.000,2356
258025,402162,1.000,2359
258025,402163,1.000,2359
258026,402042,1.000,3475
258027,402012,1.000,2359
258027,402013,1.000,2359
258028,402009,1.000,2352
258029,401997,1.000,2359
258029,401998,1.000,2359
258030,402219,1.000,2359
258031,402261,1.000,2359
258031,402262,1.000,2359
258032,402278,1.000,2359
258032,402279,1.000,2359
258033,402218,1.000,2356
258034,402264,1.000,2359
258035,402258,1.000,2352
258035,402259,1.000,2352
258036,402267,1.000,2359
258037,402333,30.000,660
258038,402334,1.000,3408
258039,402337,12.000,660
258040,402335,4.000,2352
258041,402348,38.000,660
258042,402354,10.000,660
258042,402355,2.000,3363
258043,402394,25.000,660
258044,402263,1.000,2449
258045,402189,1.000,2359
258046,402202,1.000,2359
258046,402203,1.000,2359
258047,402081,2.000,2357
258048,402141,1.000,2359
258049,402187,1.000,2359
258050,402200,1.000,2373
258051,402129,1.000,2359
258051,402130,1.000,2359
258052,402151,1.000,2359
258052,402152,1.000,2359
258053,402197,1.000,2356
258053,402198,1.000,2356
258054,402185,1.000,2386
258054,402186,1.000,2359
258055,402215,1.000,2552
258056,402120,1.000,2359
258056,402121,1.000,2359
258057,402122,1.000,2359
258058,402138,1.000,2356
258058,402139,1.000,2356
258059,402171,1.000,2488
258059,402172,1.000,2467
258060,402165,1.000,308
258061,401958,1.000,2352
258061,401959,1.000,2862
258062,402265,1.000,2457
258062,402266,1.000,405
258063,402180,1.000,2446
258064,401896,1.000,2467
258065,402059,1.000,2359
258065,402060,1.000,2359
258066,402146,1.000,2449
258067,402205,1.000,2356
258067,402206,1.000,2356
258068,402084,1.000,2359
258069,402133,1.000,2363
258070,402109,1.000,2356
258071,402155,1.000,2359
258072,402131,1.000,2356
258073,402069,1.000,2360
258074,402140,1.000,2359
258075,402143,1.000,2449
258076,402164,1.000,2359
258077,402147,1.000,2449
258078,402201,1.000,308
258079,402174,1.000,2446
258080,402290,1.000,2494
258081,402271,1.000,2359
258081,402272,1.000,2359
258082,402268,1.000,2424
258083,402170,1.000,2449
258084,402269,1.000,2359
258084,402270,1.000,2359
258085,402132,1.000,2385
258086,402158,1.000,2356
258086,402159,1.000,2356
258087,402154,1.000,2359
258088,402249,1.000,2457
258088,402302,1.000,787
258089,402070,1.000,2359
258089,402071,1.000,2359
258090,402183,1.000,2359
258091,402211,1.000,2356
258091,402212,1.000,2356
258092,402256,1.000,2566
258093,402116,1.000,2390
258094,402153,1.000,399
258095,402350,1.000,2356
258096,402257,2.000,2495
258097,402276,1.000,2359
258097,402277,1.000,2359
258098,402148,1.000,2449
258099,402195,1.000,2458
258100,402160,1.000,2356
258100,402161,1.000,2356
258101,402073,1.000,2359
258101,402074,1.000,2359
258102,402176,1.000,2359
258103,402351,1.000,2356
258104,402142,1.000,2385
258105,401807,1.000,2377
258106,402125,1.000,2387
258106,402126,1.000,2387
258107,402306,1.000,2449
258108,401778,1.000,2428
258108,401779,1.000,2430
258109,402184,1.000,2416
258110,402329,1.000,2359
258111,402190,1.000,2359
258112,401655,1.000,399
258113,402178,1.000,2352
258113,402179,1.000,2352
258114,402144,1.000,2352
258114,402145,1.000,2352
258115,402052,1.000,2352
258116,402134,1.000,2352
258116,402135,1.000,2352
258117,402380,1.000,2352
258117,402381,1.000,2352
258118,402310,1.000,2352
258118,402311,1.000,2352
258119,402123,1.000,2352
258119,402124,1.000,2352
258120,402214,1.000,2359
258121,402191,1.000,2510
258121,402192,1.000,2510
258122,402166,1.000,2352
258122,402167,1.000,2352
258123,402110,1.000,2352
258123,402111,1.000,2352
258124,402275,1.000,2359
258125,402314,1.000,2352
258125,402315,1.000,2352
258125,402316,2.000,134
258126,402127,1.000,2352
258126,402128,1.000,2352
258127,402231,1.000,2387
258128,402181,1.000,2352
258128,402182,1.000,2352
258129,402468,1.000,2509
258130,401932,1.000,2457
258130,401933,1.000,405
258132,402470,6.000,660
258133,402286,1.000,2359
258133,402287,1.000,2359
258134,402285,1.000,2359
258135,402273,1.000,2359
258136,402260,1.000,2373
258137,402336,1.000,2359
258138,402332,1.000,2512
258139,402251,1.000,2359
258139,402252,1.000,2359
258140,402250,1.000,2359
258141,402247,1.000,2359
258141,402248,1.000,2359
258142,402245,1.000,2359
258142,402246,1.000,2359
258143,402243,1.000,2359
258143,402244,1.000,2359
258144,402241,1.000,2359
258144,402242,1.000,2359
258145,402239,1.000,2359
258145,402240,1.000,2359
258146,402236,1.000,2359
258146,402237,1.000,2359
258147,402229,1.000,2359
258147,402230,1.000,2359
258148,402331,1.000,2359
258149,402254,1.000,2357
258149,402255,1.000,2357
258151,402289,1.000,2359
258152,402280,1.000,2359
258152,402281,1.000,2359
258153,402227,1.000,2359
258154,402322,1.000,2488
258155,402317,1.000,2359
258155,402318,1.000,2359
258156,402312,1.000,2359
258156,402313,1.000,2359
258157,402372,1.000,2460
258157,402373,1.000,405
258159,402349,1.000,2363
258160,402343,1.000,2449
258161,402477,1.000,2352
258162,402474,1.000,2512
258163,402307,1.000,2446
258164,402297,1.000,2359
258164,402298,1.000,2359
258165,402352,1.000,2356
258166,402376,1.000,2359
258166,402377,1.000,2359
258167,402345,1.000,2352
258167,402346,1.000,2352
258168,402480,1.000,2352
258168,402481,1.000,2352
258169,402304,1.000,2359
258170,402475,1.000,2359
258170,402476,1.000,2359
258171,402473,1.000,308
258172,402338,1.000,2359
258172,402339,1.000,2359
258173,402353,1.000,2359
258174,402356,1.000,2446
258175,402390,1.000,2449
258176,402359,1.000,2359
258177,402478,1.000,2385
258177,402479,1.000,2359
258178,402461,1.000,2359
258179,402583,1.000,2352
258179,402584,1.000,2352
258180,402365,1.000,2446
258181,402253,1.000,2449
258182,402582,1.000,2352
258189,402452,1.000,2446
258190,402542,1.000,2352
258190,402543,1.000,2352
258190,402544,1.000,134
258191,402041,1.000,2428
258192,402282,1.000,2387
258193,402431,1.000,2359
258193,402432,1.000,2352
258194,402397,1.000,2469
258195,402429,1.000,2458
258195,402430,1.000,405
258196,402552,1.000,2457
258196,402553,1.000,405
258197,402427,1.000,2471
258198,401938,1.000,2428
258198,401939,1.000,2430
258199,401698,1.000,2428
258199,401699,1.000,3379
258200,402303,1.000,2386
258201,401451,1.000,2434
258202,402399,1.000,2359
258202,402400,1.000,2359
258203,402426,1.000,2359
258204,402403,1.000,2359
258205,402392,1.000,2359
258205,402393,1.000,2359
258206,401902,1.000,2428
258207,402414,1.000,2359
258207,402415,1.000,2359
258208,402386,1.000,2356
258209,402422,1.000,2359
258209,402423,1.000,2359
258210,402416,1.000,2359
258211,402340,1.000,2356
258212,402274,1.000,2371
258213,401565,1.000,2428
258213,401566,1.000,2430
258214,402408,1.000,2359
258214,402409,1.000,2359
258215,402362,1.000,2359
258215,402363,1.000,2359
258216,402136,1.000,399
258217,402428,1.000,2359
258218,402459,1.000,2356
258218,402460,1.000,2356
258219,402439,1.000,2356
258220,402327,1.000,2359
258220,402328,1.000,2469
258221,402449,1.000,2457
258221,402450,1.000,405
258222,402367,1.000,2449
258223,402530,1.000,2359
258224,401518,1.000,2428
258224,401519,1.000,2430
258225,402410,1.000,2363
258225,402411,1.000,2359
258226,402521,1.000,2359
258226,402522,1.000,2359
258227,402437,1.000,2385
258228,402453,1.000,2457
258228,402454,1.000,405
258229,402434,1.000,2359
258230,402488,1.000,2387
258231,402283,1.000,2363
258231,402284,1.000,2359
258232,402534,1.000,2449
258233,402570,1.000,2356
258234,402370,1.000,2359
258234,402371,1.000,2359
258235,402323,1.000,2359
258235,402324,1.000,2359
258236,402368,1.000,2359
258236,402369,1.000,2359
