invoice_x10,sol_x10,quantity,product_x10
269042,419953,1.000,2378
269043,419986,1.000,2488
269044,419894,1.000,2449
269045,420034,1.000,2495
269046,419969,1.000,2447
269047,420024,1.000,308
269048,419993,1.000,2359
269049,420026,1.000,308
269050,419774,1.000,2359
269050,419775,1.000,2359
269051,420226,1.000,308
269052,420218,2.000,308
269053,420236,1.000,308
269054,419941,1.000,399
269055,419329,1.000,2458
269055,419330,1.000,405
269056,416304,1.000,2397
269057,420395,1.000,2359
269058,420002,1.000,308
269059,420294,1.000,2377
269060,420304,1.000,2359
269060,420305,1.000,2359
269061,420152,1.000,2454
269061,420153,1.000,2495
269062,419990,1.000,2359
269062,419991,1.000,2359
269063,420266,1.000,2359
269063,420267,1.000,2359
269064,420293,1.000,2371
269065,419811,1.000,2359
269066,420231,1.000,308
269067,420606,1.000,308
269068,419649,1.000,2449
269069,419211,1.000,2457
269069,419212,1.000,787
269070,418244,1.000,2428
269071,419753,1.000,2442
269071,419754,1.000,3120
269072,420046,1.000,535
269073,419405,1.000,2441
269073,419406,2.000,134
269074,419998,1.000,2449
269075,420255,1.000,2359
269075,420256,1.000,2359
269076,420450,1.000,2359
269076,420451,1.000,2359
269077,419786,1.000,2502
269078,420084,1.000,2360
269078,420085,1.000,2360
269079,419578,1.000,2457
269079,419579,1.000,787
269080,420080,1.000,2596
269081,419959,1.000,2387
269082,420329,1.000,2359
269083,419944,1.000,2359
269083,419945,1.000,2469
269084,419548,1.000,2441
269085,420067,1.000,2596
269086,419287,1.000,2441
269086,419288,2.000,134
269087,419658,1.000,2449
269088,418649,1.000,2457
269088,418650,1.000,405
269088,418651,1.000,2387
269089,419019,1.000,2457
269089,419020,1.000,405
269090,419380,1.000,2457
269090,419381,1.000,405
269091,420014,1.000,2452
269092,419919,1.000,2489
269092,419920,1.000,486
269092,419921,1.000,490
269092,419922,1.000,491
269093,420389,1.000,2449
269094,419376,1.000,2457
269094,419377,1.000,405
269095,420222,1.000,2471
269096,418560,1.000,2428
269096,418561,1.000,2430
269096,418562,1.000,486
269096,418563,1.000,490
269096,418564,1.000,491
269097,419893,1.000,2449
269098,420594,1.000,2395
269099,419908,1.000,2449
269100,419717,1.000,2428
269101,417989,1.000,2457
269101,417990,1.000,405
269102,418047,1.000,2428
269102,418048,1.000,2430
269103,420419,1.000,2359
269104,420096,1.000,636
269105,420107,1.000,2459
269105,420108,1.000,405
269105,420109,1.000,408
269106,419843,1.000,308
269107,419400,1.000,2460
269107,419401,1.000,405
269107,419402,1.000,2467
269108,420243,1.000,2449
269109,419097,1.000,2461
269109,419098,1.000,405
269110,418144,1.000,2461
269110,418145,1.000,405
269111,420113,1.000,2460
269111,420114,1.000,405
269111,420115,1.000,408
269112,420102,1.000,2443
269112,420103,1.000,3120
269113,419081,1.000,1438
269113,419082,1.000,405
269113,419083,1.000,408
269114,420793,1.000,408
269115,418780,1.000,2457
269115,418781,1.000,405
269116,420371,1.000,2460
269116,420372,1.000,405
269116,420373,1.000,408
269117,420795,1.000,2569
269118,418110,1.000,2475
269119,420654,1.000,2475
269120,420794,1.000,2566
269121,419926,1.000,2359
269122,420797,1.000,2356
269122,420798,1.000,2356
269123,420673,1.000,2359
269123,420674,1.000,2359
269124,420175,1.000,2449
269125,420147,1.000,2446
269126,420463,1.000,2446
269127,420468,1.000,2371
269128,420730,1.000,2387
269129,419863,1.000,2457
269129,419864,1.000,405
269130,420768,1.000,2359
269130,420769,1.000,2359
269131,420508,2.000,2495
269132,420796,1.000,2359
269133,420208,1.000,2703
269134,419110,1.000,2441
269134,419112,4.000,134
269135,420244,1.000,2449
269136,420190,1.000,2446
269137,420666,1.000,2359
269137,420667,1.000,2352
269138,420509,1.000,2425
269139,420487,1.000,2359
269140,420551,1.000,2359
269141,420595,1.000,2359
269142,420497,1.000,2446
269143,420540,1.000,2387
269144,420465,1.000,2356
269144,420466,1.000,2356
269145,420621,1.000,2360
269145,420622,1.000,2360
269146,420527,1.000,2359
269147,420732,1.000,2359
269147,420733,1.000,2359
269148,420505,1.000,2359
269148,420506,1.000,2359
269149,420502,1.000,2359
269149,420503,1.000,2359
269150,420643,1.000,2359
269151,420494,1.000,2359
269151,420495,1.000,134
269152,420491,1.000,2359
269152,420492,1.000,134
269153,420814,1.000,2512
269154,420813,1.000,2352
269155,420816,1.000,2511
269156,420693,1.000,2352
269156,420694,1.000,2352
269157,420685,1.000,2352
269157,420687,1.000,2352
269158,420598,1.000,2352
269158,420599,1.000,2352
269159,420488,1.000,2356
269160,420909,1.000,490
269161,420544,1.000,2424
269162,420176,1.000,2446
269163,419898,1.000,2428
269164,420531,1.000,2377
269165,420223,1.000,2424
269166,420507,1.000,2392
269167,420772,1.000,2424
269168,420205,1.000,2446
269169,420680,1.000,2446
269169,420681,1.000,2495
269170,420547,1.000,2359
269171,420601,1.000,2395
269172,420617,1.000,2392
269173,420923,1.000,2569
269174,420917,1.000,2352
269174,420918,1.000,2352
269175,420810,1.000,2359
269176,420399,1.000,2359
269176,420400,1.000,2359
269177,420345,1.000,2359
269177,420346,1.000,2359
269178,420560,1.000,2359
269178,420561,1.000,2359
269179,420521,1.000,2359
269180,420648,1.000,2359
269180,420649,1.000,2359
269181,420361,1.000,2359
269182,420409,1.000,2360
269182,420410,1.000,2359
269183,418100,1.000,2412
269183,418101,1.000,2862
269184,420314,1.000,2385
269184,420315,1.000,2359
269185,420178,1.000,2359
269185,420179,1.000,2359
269185,420180,4.000,134
269186,420942,1.000,2359
269187,420029,1.000,2449
269188,420453,1.000,2356
269188,420454,1.000,2356
269189,420513,1.000,2424
269190,420433,1.000,2371
269191,420321,1.000,2371
269192,420358,1.000,2359
269193,420306,1.000,2359
269193,420307,1.000,2359
269194,420519,1.000,2385
269195,420323,1.000,2371
269196,420611,1.000,2359
269196,420612,1.000,2359
269197,420381,1.000,2359
269197,420382,1.000,2356
269198,419222,1.000,2441
269198,419223,4.000,134
269199,419300,1.000,2428
269199,419301,1.000,490
269199,419302,1.000,486
269199,419303,1.000,491
269200,419419,1.000,2461
269200,419420,1.000,405
269201,420406,1.000,2395
269202,418692,1.000,2428
269202,418693,1.000,490
269202,418694,1.000,486
269202,418695,1.000,491
269203,419903,1.000,2425
269204,420053,1.000,2997
269205,419778,1.000,2424
269205,419779,1.000,2446
269206,419231,1.000,2552
269207,419848,1.000,399
269208,419887,1.000,2449
269209,420263,1.000,2365
269210,419748,1.000,2428
269211,420516,1.000,2363
269211,420517,1.000,2359
269212,420703,1.000,2449
269213,420295,1.000,2359
269214,420411,1.000,2360
269214,420412,1.000,2359
269215,419446,1.000,2428
269215,419447,1.000,486
269215,419448,1.000,490
269215,419449,1.000,491
269215,419450,1.000,2430
269216,420749,1.000,2359
269216,420750,1.000,2359
269217,418542,1.000,2509
269218,420154,1.000,399
269219,420641,1.000,2424
269220,420434,1.000,2424
269221,420099,1.000,2449
269222,420525,1.000,2424
269223,420428,1.000,2356
269223,420429,1.000,2356
269224,420418,1.000,2424
269225,418966,1.000,2428
269225,418967,1.000,490
269225,418968,1.000,486
269225,418969,1.000,491
269226,419911,1.000,2385
269227,419675,1.000,2977
269227,419676,1.000,3120
269227,419677,1.000,408
269227,419678,1.000,2377
269228,420543,1.000,2371
269229,419591,1.000,2428
269230,418362,1.000,2441
269230,420593,1.000,134
269231,420397,1.000,2359
269231,420398,1.000,2359
269232,419485,1.000,2460
269232,419486,1.000,405
269232,419487,1.000,408
269233,420309,1.000,2359
269233,420310,1.000,2359
269234,420359,1.000,2359
269234,420360,1.000,2359
269235,420698,1.000,2458
269235,420699,1.000,405
269236,419937,1.000,2368
269237,419632,1.000,2428
269238,420436,1.000,2460
269238,420437,1.000,405
269238,420438,1.000,408
269239,419270,1.000,2428
269240,420319,1.000,2359
269240,420320,1.000,2359
269241,419280,1.000,2458
269241,419281,1.000,405
269242,419814,1.000,2383
269242,419815,1.000,408
269243,419943,1.000,2449
269244,418989,1.000,2460
269244,418990,1.000,405
269244,418991,1.000,408
269245,420441,1.000,2359
269245,420442,1.000,2467
269246,420245,1.000,2359
269247,420845,1.000,2359
269248,419140,1.000,2458
269248,419141,1.000,405
269249,420327,1.000,2356
269249,420328,1.000,2356
269250,420380,1.000,2449
269251,420567,1.000,2359
269252,420417,1.000,2359
269253,420260,1.000,2449
269254,420325,1.000,2359
269255,420396,1.000,2359
269256,420287,1.000,2359
269257,420405,1.000,2359
269258,420376,1.000,2446
269259,419417,1.000,2458
269259,419418,1.000,405
269260,420650,1.000,2359
269260,420651,1.000,2359
269261,420092,1.000,2371
269262,420888,1.000,2617
269262,420889,1.000,405
269263,419938,1.000,2368
269264,419089,1.000,2458
269264,419090,1.000,405
269265,419224,1.000,672
269266,420576,1.000,2450
269267,420276,1.000,2385
269267,420277,1.000,2359
269268,420326,1.000,2365
269269,420303,1.000,2449
269270,419958,1.000,2426
269271,420183,1.000,2458
269271,420184,1.000,405
269272,420330,1.000,2359
269273,419805,1.000,2457
269273,419806,1.000,405
269274,420931,1.000,2352
269275,420790,1.000,2352
269276,420734,1.000,2387
269277,420811,1.000,2352
269277,420812,1.000,2352
269278,420894,1.000,2352
269278,420895,1.000,2352
269279,420308,1.000,308
269280,420758,1.000,3738
269281,420710,1.000,2352
269282,420364,1.000,2446
269283,420167,1.000,2449
269284,420435,1.000,2447
269285,420386,1.000,2446
269286,420317,1.000,2446
269287,420682,1.000,2467
269288,419845,1.000,2481
269289,420683,1.000,2446
269290,420700,1.000,2997
269291,420098,1.000,2467
269292,420273,1.000,2442
269292,420274,1.000,3120
269293,420569,1.000,2457
269293,420570,1.000,405
269294,420324,1.000,2359
269295,420089,1.000,2359
269296,420235,1.000,2359
269297,420447,1.000,2424
269298,417695,1.000,2449
269299,418945,1.000,2458
269299,418946,1.000,405
269300,420603,1.000,2460
269300,420604,1.000,405
269300,420605,1.000,408
269301,420181,1.000,2488
269302,420097,1.000,2356
269303,420393,1.000,2359
269303,420394,1.000,2359
269304,420124,1.000,2359
269304,420125,1.000,2359
269305,419730,1.000,2428
269306,419410,1.000,2428
269306,419411,1.000,2430
269307,419897,1.000,2428
269308,420646,1.000,2363
269309,420753,1.000,2359
269310,420401,1.000,4066
269311,420948,1.000,2352
269311,420949,1.000,2352
269312,420620,1.000,2424
269313,419318,1.000,2428
269314,419463,1.000,2460
269314,419464,1.000,405
269315,420449,1.000,308
269316,420719,1.000,2428
269317,419992,1.000,2481
269318,420388,1.000,2449
269319,419113,1.000,2457
269319,419114,1.000,405
269320,420658,1.000,2356
269320,420660,1.000,2356
269320,420661,1.000,134
269321,420402,1.000,2449
269322,420743,1.000,2359
269323,420652,1.000,2359
269324,420464,1.000,2398
269325,420377,1.000,2359
269325,420378,1.000,2359
269326,420619,1.000,2359
269327,420644,1.000,2359
269328,420590,1.000,2356
269328,420591,1.000,2356
269329,420282,1.000,2359
269330,419424,1.000,2428
269330,419425,1.000,2430
269331,420518,1.000,2359
269332,420370,1.000,2359
269333,421001,2.000,2352
269334,421002,2.000,2352
269335,420741,1.000,2387
269336,419854,1.000,2359
269337,420616,1.000,399
269338,418590,1.000,2426
269338,418591,1.000,302
269338,418592,1.000,3152
269339,419427,1.000,2428
269340,420736,1.000,2942
269341,420291,1.000,2450
269342,421007,1.000,2569
269343,420665,1.000,2387
269344,420910,1.000,2359
269345,420882,1.000,2359
269346,420566,1.000,2397
269347,420740,1.000,2942
269348,420738,1.000,2387
269349,420893,1.000,2359
269350,420607,1.000,2356
269350,420608,1.000,2356
269351,420664,1.000,2359
269352,420498,1.000,3475
269353,420922,1.000,2449
269354,420600,1.000,2942
269355,420583,1.000,2356
269356,420728,1.000,2387
269357,420906,1.000,2356
269357,420907,1.000,2356
269358,419350,1.000,2412
269359,420742,1.000,2359
269360,420857,1.000,2359
269360,420858,1.000,2359
269361,420701,1.000,2359
269361,420702,1.000,2359
269362,421216,1.000,2359
269362,421217,1.000,2359
269363,420791,1.000,2359
269363,420792,1.000,2359
269364,420932,1.000,2359
269365,420820,1.000,2359
269366,420090,1.000,2428
269367,421064,1.000,2359
269368,421049,1.000,557
269369,420574,1.000,308
269370,421059,1.000,2359
269370,421060,1.000,2359
269371,421183,1.000,3556
269372,420815,1.000,2359
269373,421009,1.000,2352
269373,421010,1.000,2352
269374,421055,1.000,2352
269375,419569,1.000,2446
269376,421038,1.000,2352
269376,421039,1.000,2352
269377,421188,1.000,2352
269378,421061,1.000,2352
269379,421042,1.000,2352
269379,421043,1.000,2352
269380,421021,1.000,2352
269381,421185,1.000,2352
269381,421186,1.000,2352
269382,420825,1.000,2359
269382,420826,1.000,2359
269383,420764,1.000,2356
269383,420765,1.000,2356
269384,420817,1.000,2359
269384,420818,1.000,2359
269385,420757,1.000,2359
269386,420530,1.000,2488
269387,419490,1.000,2428
269387,419491,1.000,2430
269388,420779,1.000,2424
269389,420504,1.000,2467
269390,420807,1.000,2446
269391,420766,1.000,2359
269391,420767,1.000,2359
269392,420759,1.000,2359
269392,420760,1.000,2359
269393,420761,1.000,308
269394,420934,1.000,2424
269395,419896,1.000,2428
269396,420493,1.000,2449
269397,421063,1.000,2359
269398,418259,1.000,2377
269399,420805,1.000,2449
269400,420880,1.000,2385
269401,420786,1.000,2424
269402,420571,1.000,308
269403,420788,1.000,2424
269404,419886,1.000,2428
269405,420939,1.000,2390
269406,420853,1.000,2389
269406,420854,1.000,2387
269407,420596,1.000,2424
269408,421079,1.000,2352
269408,421080,1.000,2352
269409,420668,1.000,2359
269409,420669,1.000,2360
269410,421281,1.000,522
269411,420039,1.000,308
269412,421403,1.000,3876
269413,421077,1.000,2356
269414,420919,1.000,2359
269415,420884,1.000,2359
269415,420885,1.000,2359
269416,420833,1.000,2359
269417,420865,1.000,2395
269417,420866,1.000,2359
269418,420915,1.000,2359
269418,420916,1.000,2359
269419,420855,1.000,2359
269419,420856,1.000,2359
269420,419558,1.000,2457
269420,419559,1.000,405
269421,420679,1.000,2356
269422,420929,1.000,2359
269423,420900,1.000,2446
269424,420369,2.000,308
269425,420839,1.000,2359
269425,420840,1.000,2359
269426,419131,1.000,2457
269426,419132,1.000,405
269427,419128,1.000,2457
269427,419129,1.000,405
269428,420914,1.000,2359
269429,420808,1.000,2359
269429,420809,1.000,2359
269430,419072,1.000,2457
269430,419073,1.000,405
269431,420905,1.000,2446
269432,420715,1.000,2359
269432,420716,1.000,2359
269433,420552,1.000,2359
269434,419162,1.000,2457
269434,419163,1.000,405
269435,419148,1.000,2457
269435,419149,1.000,405
269436,419046,1.000,2457
269436,419047,1.000,787
269437,421414,5.000,1323
269438,420677,1.000,2368
269438,420678,1.000,748
269439,420953,1.000,2446
269440,420625,1.000,2449
269441,420994,1.000,2359
269441,420995,1.000,2359
269442,420902,1.000,2449
269443,420390,1.000,2459
269444,420930,1.000,2449
269445,420886,1.000,2359
269445,420887,1.000,2359
269446,420892,1.000,2359
269447,419910,1.000,2428
269448,420675,1.000,2359
269449,419021,1.000,2457
269449,419022,1.000,405
269449,419023,1.000,2457
269449,419024,1.000,787
269450,420689,1.000,2385
269451,420618,1.000,2359
269452,421008,1.000,2449
269453,420676,1.000,2377
269454,420565,1.000,2449
269455,420158,1.000,3631
269455,420159,1.000,408
269456,420890,1.000,2446
269457,419465,1.000,2457
269457,419466,1.000,405
269458,420955,1.000,2446
269459,419457,1.000,2426
269459,419458,1.000,490
269459,419459,1.000,486
269459,419460,1.000,491
269460,420903,1.000,2443
269460,420904,1.000,3120
269461,420881,1.000,2428
269462,421262,1.000,2392
269463,420609,1.000,2373
269464,420155,1.000,2573
269464,420156,1.000,2363
269465,420684,1.000,2356
269466,420847,1.000,2359
269467,420864,1.000,2359
269468,420713,1.000,2359
269468,420714,1.000,2359
269469,420896,1.000,2359
269469,420897,1.000,2359
269470,420966,1.000,399
269471,420987,1.000,2446
269472,420941,1.000,2449
269473,420848,1.000,2359
269474,420963,1.000,2359
269474,420964,1.000,2359
269475,421005,1.000,2359
269476,420735,1.000,399
269477,420961,1.000,2359
269477,420962,1.000,2359
269478,420984,1.000,2387
269479,420843,1.000,399
269480,420852,1.000,2387
269481,420868,1.000,2377
269482,420912,1.000,2489
269483,420522,1.000,2359
269483,420523,1.000,2359
269484,419213,1.000,2457
269485,420335,1.000,2481
269486,419580,1.000,2457
269486,419581,1.000,405
269487,420637,1.000,2439
269488,420935,1.000,531
269488,420936,1.000,2467
269489,420610,1.000,308
269490,420592,1.000,2377
269491,420148,1.000,2449
269492,420960,1.000,2424
269493,418522,1.000,2449
269494,420862,1.000,2359
269494,420863,1.000,2359
269495,421000,1.000,2424
269496,420219,1.000,2359
269497,420440,1.000,2446
269498,419695,1.000,2457
269498,419696,1.000,405
269499,421263,1.000,2387
269500,420943,1.000,399
269501,420933,1.000,2356
269502,420602,1.000,308
269503,420528,1.000,2359
269504,420367,1.000,2424
269505,421167,1.000,2389
269506,420898,1.000,2424
269507,419441,1.000,2506
269508,420297,1.000,405
269508,420298,1.000,408
269508,420299,1.000,2460
269509,419341,1.000,2455
269510,421214,1.000,2352
269510,421215,1.000,2352
269511,421218,1.000,2352
269512,421208,1.000,2352
269512,421209,1.000,2352
269513,420952,1.000,2446
269514,421158,1.000,2352
269514,421159,1.000,2352
269515,420956,1.000,2449
269516,421114,1.000,2352
269517,419373,1.000,2458
269517,419374,1.000,405
269518,421294,1.000,2352
269519,419641,1.000,2457
269519,419642,1.000,405
269520,421003,1.000,2352
269520,421004,1.000,2352
269521,421107,1.000,2352
269521,421108,1.000,2352
269522,420891,1.000,2359
269523,420899,1.000,2449
269524,420870,1.000,2449
269525,421113,1.000,399
269526,419440,1.000,2450
269527,420924,1.000,2449
269528,420348,1.000,2495
269529,420711,1.000,308
269530,420965,1.000,2359
269531,421094,1.000,2409
269532,420921,1.000,531
269533,421118,1.000,399
269534,420991,1.000,2359
269535,421171,1.000,2352
269535,421172,1.000,2352
269536,420717,1.000,531
269537,421013,1.000,2360
269537,421014,1.000,2360
269538,421017,2.000,2359
269539,421025,1.000,2356
269539,421026,1.000,2356
269540,421027,1.000,2359
269541,421033,1.000,2359
269541,421034,1.000,2359
269542,421037,1.000,2359
269543,421045,1.000,2359
269543,421046,1.000,2359
269544,421047,1.000,2359
269544,421048,1.000,2359
269545,421053,1.000,2359
269545,421054,1.000,2359
269546,421057,1.000,2359
269546,421058,1.000,2359
269547,421062,1.000,2359
269548,421067,1.000,2359
269548,421068,1.000,2359
269549,421069,1.000,2359
269549,421070,1.000,2359
269550,421083,1.000,2359
269551,421088,1.000,2359
269552,421468,1.000,2352
269552,421469,1.000,2352
269553,421465,1.000,2352
269553,421466,1.000,2352
269554,421204,1.000,2352
269554,421205,1.000,2352
269555,421015,1.000,2359
269555,421016,1.000,2359
269556,421024,1.000,2359
269557,420613,1.000,2457
269557,420614,1.000,405
269558,421019,1.000,2359
269558,421020,1.000,2359
269559,421022,1.000,2359
269560,421249,1.000,2359
269560,421250,1.000,2359
269561,421050,1.000,2449
269562,421028,1.000,2359
269562,421029,1.000,2359
269563,421252,1.000,2359
269563,421253,1.000,2359
269564,421278,1.000,2446
269565,420485,1.000,2449
269566,421463,1.000,2359
269567,420577,1.000,2457
269567,420578,1.000,405
269568,421283,1.000,2359
269569,421279,1.000,2424
269570,421432,1.000,2356
269570,421433,1.000,2356
269571,421280,1.000,2450
269572,421246,1.000,2359
269573,420211,1.000,2428
269574,420972,1.000,308
269575,421220,1.000,2424
269576,421327,1.000,2352
269577,421306,1.000,2352
269577,421307,1.000,2352
269578,421539,1.000,2352
269579,421030,1.000,2377
269580,421487,1.000,2359
269581,421248,1.000,2428
269582,420469,1.000,2457
269582,420470,1.000,405
269583,421264,1.000,2424
269584,420421,1.000,2428
269584,420422,1.000,2430
269584,420423,1.000,486
269584,420424,1.000,490
269584,420425,1.000,491
269585,421542,2.000,660
269586,421544,1.000,2352
269586,421545,1.000,2352
269587,421547,1.000,490
269588,421558,1.000,2424
269589,421559,1.000,2424
269590,421115,1.000,2446
269591,420374,1.000,2458
269591,420375,1.000,405
269592,421103,1.000,2359
269592,421104,1.000,2359
269593,421311,1.000,2359
269593,421312,1.000,2359
269594,421505,1.000,2359
269595,421137,1.000,2359
269595,421138,1.000,2359
269596,421105,1.000,2359
269596,421106,1.000,2359
269597,421297,1.000,2446
269598,420239,1.000,2457
269598,420240,1.000,405
269599,421174,1.000,2446
269600,417221,1.000,2387
269601,421074,1.000,2449
269602,420391,1.000,2442
269602,420392,1.000,3120
269603,420443,1.000,2460
269603,420444,1.000,405
269604,420993,1.000,2460
269604,421503,1.000,405
269604,421504,1.000,408
269605,420355,1.000,2458
269605,420356,1.000,405
269606,421471,1.000,2424
269607,421274,1.000,2424
269608,420529,1.000,2458
269609,420249,1.000,2458
269609,420250,1.000,405
269610,421151,1.000,2488
269610,421152,1.000,2495
269611,421295,1.000,2424
269612,421457,1.000,2371
269613,420383,1.000,2457
269613,420384,1.000,405
269614,421303,1.000,2424
269615,420636,1.000,2555
269616,421150,1.000,2488
269617,421396,1.000,2359
269618,419928,1.000,2460
269618,419929,1.000,405
269618,419930,1.000,408
269619,420615,1.000,399
269620,420105,1.000,2461
269620,420106,1.000,405
269621,420257,1.000,2459
269621,420258,1.000,405
269621,420259,1.000,408
269622,420233,1.000,2359
269622,420234,1.000,2359
269623,419973,1.000,2457
269623,419974,1.000,405
269624,420070,1.000,2428
269625,421383,1.000,2359
269625,421384,1.000,2359
269626,420520,1.000,2458
269627,420301,1.000,2457
269627,420302,1.000,405
269628,420197,1.000,2460
269628,420198,1.000,405
269628,420199,1.000,408
269629,419995,1.000,2457
269629,419996,1.000,405
269630,421260,1.000,2454
269631,421160,1.000,2359
269631,421161,1.000,2359
269632,421258,1.000,2441
269632,421259,1.000,134
269633,420146,1.000,2458
269634,420009,1.000,2459
269634,420010,1.000,405
269634,420012,1.000,408
269635,420511,1.000,2457
269635,420512,1.000,405
269636,421148,1.000,2359
269637,421308,1.000,2416
269638,420708,1.000,2457
269638,420709,1.000,405
269639,420347,1.000,2457
269639,420349,1.000,405
269640,420803,1.000,2457
269640,420804,1.000,405
269641,420331,1.000,2416
269642,420526,1.000,2352
269643,421333,1.000,399
269644,421502,1.000,2942
269645,421124,1.000,399
269646,420806,1.000,2359
269647,420629,1.000,2457
269647,420630,1.000,405
269648,421181,1.000,2356
269649,421405,1.000,399
269650,421393,1.000,2352
269650,421394,1.000,646
269651,420969,1.000,2394
269652,420927,1.000,2617
269652,420928,1.000,405
269653,420706,1.000,2458
269653,420707,1.000,405
269654,420720,1.000,2359
269655,420724,1.000,2359
269655,420725,1.000,2359
269656,420731,1.000,2359
269657,420959,1.000,2458
269658,420671,1.000,2359
269659,420535,1.000,2428
269660,420831,1.000,2458
269661,420988,1.000,2359
269661,420989,1.000,2359
269662,421224,1.000,399
269663,421373,1.000,399
269664,421348,1.000,399
269665,420047,1.000,2430
269665,420079,1.000,2428
269666,421096,1.000,2359
269667,417225,1.000,399
269668,421512,1.000,2360
269668,421513,1.000,2360
269669,420973,1.000,399
269670,421357,1.000,2356
269670,421358,1.000,2356
269671,421493,2.000,2359
269672,421564,1.000,2359
269672,421565,1.000,2359
269673,421176,1.000,2359
269673,421177,1.000,2359
269674,421271,1.000,2359
269675,421301,1.000,2356
269676,420246,1.000,2458
269676,420247,1.000,405
269676,420248,1.000,2387
269677,420827,1.000,2368
269678,419987,1.000,2428
269679,420950,1.000,2861
269680,421501,1.000,2446
269681,421112,1.000,2359
269682,421179,1.000,2359
269683,420403,1.000,2461
269683,420404,1.000,405
269684,421182,1.000,2356
269685,421178,1.000,2359
269686,421102,1.000,2428
269687,420110,1.000,2460
269687,420111,1.000,405
269687,420112,1.000,408
269688,420883,1.000,2450
269689,420869,1.000,3946
269690,421702,1.000,408
269691,421560,1.000,3738
269692,421431,1.000,2352
269693,421390,1.000,2352
269693,421391,1.000,2352
269694,421364,1.000,2352
269694,421365,1.000,2352
269695,421427,1.000,2352
269695,421428,1.000,2352
269696,418676,1.000,2352
269697,421440,1.000,2390
269698,421378,1.000,2512
269699,420467,1.000,535
269700,421356,1.000,2352
269701,421485,1.000,2352
269701,421486,1.000,2352
269702,421442,1.000,2352
269703,421180,1.000,2359
269704,421426,1.000,2352
269705,420770,1.000,2446
269706,421255,1.000,2449
269707,420842,1.000,2446
269708,421275,1.000,2446
269709,421562,1.000,2359
269709,421563,1.000,2359
269710,421219,1.000,2387
269711,421210,1.000,2359
269711,421211,1.000,2359
269712,421202,1.000,2359
269712,421203,1.000,2359
269713,421201,1.000,2359
269714,421226,1.000,2359
269714,421227,1.000,2359
269715,421229,1.000,2356
269715,421230,1.000,2356
269716,421240,1.000,2359
269717,421256,1.000,2359
269717,421257,1.000,2359
269718,421286,1.000,2359
269719,421293,1.000,2359
269720,421615,1.000,2352
269721,421298,1.000,2359
269721,421299,1.000,2359
269722,421329,1.000,2359
269722,421330,1.000,2359
269723,421567,1.000,2387
269724,421331,1.000,2359
269724,421332,1.000,2359
269725,421434,1.000,2356
269725,421435,1.000,2356
269726,421436,1.000,2385
269726,421437,1.000,2359
269727,421703,1.000,2352
269728,421646,1.000,2352
269729,420739,1.000,2446
269730,421526,1.000,2359
269730,421527,1.000,2385
269731,421556,1.000,2359
269731,421557,1.000,2359
269732,420846,1.000,2449
269733,421292,1.000,2384
269734,420787,1.000,2449
269735,421789,1.000,2404
269735,421790,1.000,376
269736,420782,1.000,2449
269737,421328,1.000,2424
269738,421321,1.000,1343
269738,421322,1.000,2467
269767,420785,1.000,2449
269768,420762,1.000,2458
269768,420763,1.000,405
269769,421323,1.000,2390
269770,421296,1.000,2384
269771,421245,1.000,2384
269772,421528,1.000,2359
269773,420737,1.000,2446
269774,420776,1.000,2449
269775,421225,1.000,2446
269776,421596,1.000,2359
269777,421128,1.000,2385
269777,421129,1.000,2359
269778,421097,1.000,2359
269778,421098,1.000,2359
269779,421242,1.000,2387
269780,421829,1.000,2509
269781,421830,1.000,522
269782,421645,1.000,2352
269783,421641,1.000,2511
269784,421711,1.000,2512
269785,421496,1.000,2359
269785,421497,1.000,2359
269786,421499,1.000,2352
269787,421840,28.000,660
269788,421922,25.000,660
269789,421187,1.000,2359
269790,420510,1.000,2449
269791,421637,1.000,2359
269791,421638,1.000,2359
269792,421400,1.000,2359
269792,421401,1.000,2359
269793,421413,1.000,2424
269794,421309,1.000,2424
269795,421410,1.000,2359
269796,421677,1.000,2359
269796,421679,1.000,2359
269797,421462,1.000,2359
269798,421670,1.000,2359
269799,421352,1.000,2359
269800,421540,1.000,2359
269800,421541,1.000,2359
269801,421399,1.000,2359
269802,419742,1.000,2426
269802,419743,1.000,2433
269803,421162,1.000,2359
269803,421163,1.000,2359
269804,421419,1.000,2385
269804,421420,1.000,2359
269805,421549,1.000,2371
269806,421446,1.000,2359
269806,421447,1.000,2359
269807,421349,1.000,2359
269808,420686,1.000,2458
269808,420688,1.000,405
269809,421417,1.000,2359
269809,421418,1.000,2359
269810,420837,1.000,2449
269811,421441,1.000,2359
269812,421445,1.000,2359
269813,421228,1.000,2446
269814,421608,1.000,2359
269814,421609,1.000,2359
269815,422086,1.000,2457
269815,422087,1.000,405
269816,421117,1.000,2359
269817,421483,1.000,2371
269818,421343,1.000,2522
269819,421675,1.000,2359
269819,421676,1.000,2359
269820,421116,1.000,2449
269821,420704,1.000,2458
269821,420705,1.000,405
269822,420877,1.000,2442
269822,420878,1.000,3120
269822,420879,1.000,408
269823,420835,1.000,2457
269823,420836,1.000,405
269824,421566,1.000,2424
269825,421241,1.000,2446
269826,421127,1.000,2378
269827,421429,1.000,2359
269827,421430,1.000,2359
269828,421231,1.000,2467
269829,420981,1.000,2449
269830,421300,1.000,3284
269831,420954,1.000,2457
269832,421451,1.000,2424
269833,421193,1.000,399
269833,421194,1.000,2862
